    Radial       Axial        Radial       K            Turbulent
    position     velocity     velocity                  viscosity
   3.4500E+00   0.0          5.6512E-03   3.4094E-02
   3.4500E+00   2.0000E-02   5.6665E-03   3.4145E-02
   3.4500E+00   4.0000E-02   5.6866E-03   3.4190E-02
   3.4500E+00   6.0000E-02   5.7116E-03   3.4229E-02
   3.4500E+00   8.0000E-02   5.7414E-03   3.4263E-02
   3.4500E+00   1.0000E-01   5.7758E-03   3.4359E-02
   3.4500E+00   1.2000E-01   5.8095E-03   3.4514E-02
   3.4500E+00   1.4000E-01   5.8422E-03   3.4719E-02
   3.4500E+00   1.6000E-01   5.8739E-03   3.4975E-02
   3.4500E+00   1.8000E-01   5.8891E-03   3.5282E-02
   3.4500E+00   2.0000E-01   5.8817E-03   3.5590E-02
   3.4500E+00   2.2000E-01   5.8573E-03   3.5888E-02
   3.4500E+00   2.4000E-01   5.8159E-03   3.6176E-02
   3.4500E+00   2.6000E-01   5.7378E-03   3.6439E-02
   3.4500E+00   2.8000E-01   5.6158E-03   3.6568E-02
   3.4500E+00   3.0000E-01   5.4627E-03   3.6540E-02
   3.4500E+00   3.2000E-01   5.2787E-03   3.6355E-02
   3.4500E+00   3.4000E-01   5.0694E-03   3.6156E-02
   3.4500E+00   3.6000E-01   4.7899E-03   3.5601E-02
   3.4500E+00   3.8000E-01   4.4050E-03   3.4198E-02
   3.4500E+00   4.0000E-01   3.9148E-03   3.1946E-02
   3.4500E+00   4.2000E-01   3.3131E-03   2.8748E-02
   3.4500E+00   4.4000E-01   2.5863E-03   2.3919E-02
   3.4500E+00   4.6000E-01   1.7256E-03   1.7265E-02
   3.4500E+00   4.8000E-01   6.4143E-04   7.2827E-03
   3.4500E+00   5.0000E-01   0.0          0.0
   3.5500E+00   0.0          5.7170E-03   3.5511E-02
   3.5500E+00   2.0000E-02   5.7316E-03   3.5585E-02
   3.5500E+00   4.0000E-02   5.7476E-03   3.5636E-02
   3.5500E+00   6.0000E-02   5.7649E-03   3.5663E-02
   3.5500E+00   8.0000E-02   5.7837E-03   3.5667E-02
   3.5500E+00   1.0000E-01   5.8076E-03   3.5750E-02
   3.5500E+00   1.2000E-01   5.8297E-03   3.5879E-02
   3.5500E+00   1.4000E-01   5.8491E-03   3.6041E-02
   3.5500E+00   1.6000E-01   5.8659E-03   3.6235E-02
   3.5500E+00   1.8000E-01   5.8665E-03   3.6486E-02
   3.5500E+00   2.0000E-01   5.8463E-03   3.6737E-02
   3.5500E+00   2.2000E-01   5.8103E-03   3.6967E-02
   3.5500E+00   2.4000E-01   5.7584E-03   3.7174E-02
   3.5500E+00   2.6000E-01   5.6642E-03   3.7345E-02
   3.5500E+00   2.8000E-01   5.5232E-03   3.7362E-02
   3.5500E+00   3.0000E-01   5.3542E-03   3.7205E-02
   3.5500E+00   3.2000E-01   5.1573E-03   3.6874E-02
   3.5500E+00   3.4000E-01   4.9537E-03   3.6633E-02
   3.5500E+00   3.6000E-01   4.7045E-03   3.6195E-02
   3.5500E+00   3.8000E-01   4.3423E-03   3.4826E-02
   3.5500E+00   4.0000E-01   3.8671E-03   3.2526E-02
   3.5500E+00   4.2000E-01   3.2588E-03   2.9110E-02
   3.5500E+00   4.4000E-01   2.4798E-03   2.3744E-02
   3.5500E+00   4.6000E-01   1.6139E-03   1.6783E-02
   3.5500E+00   4.8000E-01   6.1713E-04   7.3291E-03
   3.5500E+00   5.0000E-01   0.0          0.0
   3.6500E+00   0.0          5.7561E-03   3.6863E-02
   3.6500E+00   2.0000E-02   5.7679E-03   3.6924E-02
   3.6500E+00   4.0000E-02   5.7803E-03   3.6968E-02
   3.6500E+00   6.0000E-02   5.7931E-03   3.6996E-02
   3.6500E+00   8.0000E-02   5.8066E-03   3.7007E-02
   3.6500E+00   1.0000E-01   5.8221E-03   3.7070E-02
   3.6500E+00   1.2000E-01   5.8343E-03   3.7167E-02
   3.6500E+00   1.4000E-01   5.8425E-03   3.7291E-02
   3.6500E+00   1.6000E-01   5.8467E-03   3.7441E-02
   3.6500E+00   1.8000E-01   5.8341E-03   3.7627E-02
   3.6500E+00   2.0000E-01   5.8003E-03   3.7803E-02
   3.6500E+00   2.2000E-01   5.7503E-03   3.7954E-02
   3.6500E+00   2.4000E-01   5.6839E-03   3.8081E-02
   3.6500E+00   2.6000E-01   5.5841E-03   3.8191E-02
   3.6500E+00   2.8000E-01   5.4439E-03   3.8163E-02
   3.6500E+00   3.0000E-01   5.2744E-03   3.7961E-02
   3.6500E+00   3.2000E-01   5.0756E-03   3.7583E-02
   3.6500E+00   3.4000E-01   4.8630E-03   3.7232E-02
   3.6500E+00   3.6000E-01   4.5994E-03   3.6599E-02
   3.6500E+00   3.8000E-01   4.2309E-03   3.5074E-02
   3.6500E+00   4.0000E-01   3.7577E-03   3.2656E-02
   3.6500E+00   4.2000E-01   3.1667E-03   2.9221E-02
   3.6500E+00   4.4000E-01   2.4306E-03   2.4009E-02
   3.6500E+00   4.6000E-01   1.5962E-03   1.7090E-02
   3.6500E+00   4.8000E-01   6.0952E-04   7.3569E-03
   3.6500E+00   5.0000E-01   0.0          0.0
   3.7500E+00   0.0          5.7804E-03   3.8256E-02
   3.7500E+00   2.0000E-02   5.7891E-03   3.8298E-02
   3.7500E+00   4.0000E-02   5.7975E-03   3.8331E-02
   3.7500E+00   6.0000E-02   5.8055E-03   3.8355E-02
   3.7500E+00   8.0000E-02   5.8132E-03   3.8369E-02
   3.7500E+00   1.0000E-01   5.8208E-03   3.8411E-02
   3.7500E+00   1.2000E-01   5.8235E-03   3.8477E-02
   3.7500E+00   1.4000E-01   5.8210E-03   3.8564E-02
   3.7500E+00   1.6000E-01   5.8132E-03   3.8672E-02
   3.7500E+00   1.8000E-01   5.7892E-03   3.8799E-02
   3.7500E+00   2.0000E-01   5.7445E-03   3.8908E-02
   3.7500E+00   2.2000E-01   5.6830E-03   3.8990E-02
   3.7500E+00   2.4000E-01   5.6046E-03   3.9045E-02
   3.7500E+00   2.6000E-01   5.5002E-03   3.9090E-02
   3.7500E+00   2.8000E-01   5.3605E-03   3.9007E-02
   3.7500E+00   3.0000E-01   5.1900E-03   3.8748E-02
   3.7500E+00   3.2000E-01   4.9888E-03   3.8311E-02
   3.7500E+00   3.4000E-01   4.7677E-03   3.7845E-02
   3.7500E+00   3.6000E-01   4.4918E-03   3.7020E-02
   3.7500E+00   3.8000E-01   4.1192E-03   3.5342E-02
   3.7500E+00   4.0000E-01   3.6500E-03   3.2811E-02
   3.7500E+00   4.2000E-01   3.0768E-03   2.9346E-02
   3.7500E+00   4.4000E-01   2.3753E-03   2.4204E-02
   3.7500E+00   4.6000E-01   1.5623E-03   1.7230E-02
   3.7500E+00   4.8000E-01   5.9409E-04   7.3220E-03
   3.7500E+00   5.0000E-01   0.0          0.0
   3.8500E+00   0.0          5.7900E-03   3.9691E-02
   3.8500E+00   2.0000E-02   5.7952E-03   3.9709E-02
   3.8500E+00   4.0000E-02   5.7992E-03   3.9726E-02
   3.8500E+00   6.0000E-02   5.8020E-03   3.9740E-02
   3.8500E+00   8.0000E-02   5.8036E-03   3.9752E-02
   3.8500E+00   1.0000E-01   5.8036E-03   3.9773E-02
   3.8500E+00   1.2000E-01   5.7974E-03   3.9810E-02
   3.8500E+00   1.4000E-01   5.7846E-03   3.9861E-02
   3.8500E+00   1.6000E-01   5.7653E-03   3.9927E-02
   3.8500E+00   1.8000E-01   5.7317E-03   4.0002E-02
   3.8500E+00   2.0000E-01   5.6787E-03   4.0052E-02
   3.8500E+00   2.2000E-01   5.6083E-03   4.0073E-02
   3.8500E+00   2.4000E-01   5.5207E-03   4.0064E-02
   3.8500E+00   2.6000E-01   5.4125E-03   4.0044E-02
   3.8500E+00   2.8000E-01   5.2729E-03   3.9894E-02
   3.8500E+00   3.0000E-01   5.1009E-03   3.9566E-02
   3.8500E+00   3.2000E-01   4.8968E-03   3.9060E-02
   3.8500E+00   3.4000E-01   4.6677E-03   3.8472E-02
   3.8500E+00   3.6000E-01   4.3816E-03   3.7458E-02
   3.8500E+00   3.8000E-01   4.0070E-03   3.5631E-02
   3.8500E+00   4.0000E-01   3.5440E-03   3.2991E-02
   3.8500E+00   4.2000E-01   2.9893E-03   2.9486E-02
   3.8500E+00   4.4000E-01   2.3138E-03   2.4329E-02
   3.8500E+00   4.6000E-01   1.5123E-03   1.7202E-02
   3.8500E+00   4.8000E-01   5.7083E-04   7.2243E-03
   3.8500E+00   5.0000E-01   0.0          0.0
   3.9500E+00   0.0          5.7849E-03   4.1166E-02
   3.9500E+00   2.0000E-02   5.7862E-03   4.1156E-02
   3.9500E+00   4.0000E-02   5.7855E-03   4.1152E-02
   3.9500E+00   6.0000E-02   5.7827E-03   4.1152E-02
   3.9500E+00   8.0000E-02   5.7778E-03   4.1157E-02
   3.9500E+00   1.0000E-01   5.7706E-03   4.1158E-02
   3.9500E+00   1.2000E-01   5.7559E-03   4.1166E-02
   3.9500E+00   1.4000E-01   5.7333E-03   4.1182E-02
   3.9500E+00   1.6000E-01   5.7030E-03   4.1207E-02
   3.9500E+00   1.8000E-01   5.6618E-03   4.1235E-02
   3.9500E+00   2.0000E-01   5.6030E-03   4.1235E-02
   3.9500E+00   2.2000E-01   5.5264E-03   4.1203E-02
   3.9500E+00   2.4000E-01   5.4321E-03   4.1140E-02
   3.9500E+00   2.6000E-01   5.3212E-03   4.1052E-02
   3.9500E+00   2.8000E-01   5.1810E-03   4.0823E-02
   3.9500E+00   3.0000E-01   5.0072E-03   4.0415E-02
   3.9500E+00   3.2000E-01   4.7998E-03   3.9828E-02
   3.9500E+00   3.4000E-01   4.5630E-03   3.9113E-02
   3.9500E+00   3.6000E-01   4.2689E-03   3.7913E-02
   3.9500E+00   3.8000E-01   3.8945E-03   3.5940E-02
   3.9500E+00   4.0000E-01   3.4397E-03   3.3194E-02
   3.9500E+00   4.2000E-01   2.9040E-03   2.9641E-02
   3.9500E+00   4.4000E-01   2.2463E-03   2.4384E-02
   3.9500E+00   4.6000E-01   1.4461E-03   1.7005E-02
   3.9500E+00   4.8000E-01   5.3975E-04   7.0639E-03
   3.9500E+00   5.0000E-01   0.0          0.0
   4.0500E+00   0.0          5.7471E-03   4.2484E-02
   4.0500E+00   2.0000E-02   5.7463E-03   4.2459E-02
   4.0500E+00   4.0000E-02   5.7426E-03   4.2440E-02
   4.0500E+00   6.0000E-02   5.7362E-03   4.2427E-02
   4.0500E+00   8.0000E-02   5.7270E-03   4.2420E-02
   4.0500E+00   1.0000E-01   5.7146E-03   4.2402E-02
   4.0500E+00   1.2000E-01   5.6942E-03   4.2385E-02
   4.0500E+00   1.4000E-01   5.6653E-03   4.2370E-02
   4.0500E+00   1.6000E-01   5.6279E-03   4.2359E-02
   4.0500E+00   1.8000E-01   5.5814E-03   4.2344E-02
   4.0500E+00   2.0000E-01   5.5185E-03   4.2297E-02
   4.0500E+00   2.2000E-01   5.4378E-03   4.2214E-02
   4.0500E+00   2.4000E-01   5.3395E-03   4.2096E-02
   4.0500E+00   2.6000E-01   5.2254E-03   4.1937E-02
   4.0500E+00   2.8000E-01   5.0829E-03   4.1625E-02
   4.0500E+00   3.0000E-01   4.9065E-03   4.1129E-02
   4.0500E+00   3.2000E-01   4.6962E-03   4.0450E-02
   4.0500E+00   3.4000E-01   4.4554E-03   3.9620E-02
   4.0500E+00   3.6000E-01   4.1586E-03   3.8278E-02
   4.0500E+00   3.8000E-01   3.7864E-03   3.6181E-02
   4.0500E+00   4.0000E-01   3.3389E-03   3.3329E-02
   4.0500E+00   4.2000E-01   2.8164E-03   2.9694E-02
   4.0500E+00   4.4000E-01   2.1729E-03   2.4330E-02
   4.0500E+00   4.6000E-01   1.3831E-03   1.6802E-02
   4.0500E+00   4.8000E-01   5.1321E-04   6.9465E-03
   4.0500E+00   5.0000E-01   0.0          0.0
   4.1500E+00   0.0          5.6861E-03   4.3584E-02
   4.1500E+00   2.0000E-02   5.6849E-03   4.3561E-02
   4.1500E+00   4.0000E-02   5.6804E-03   4.3539E-02
   4.1500E+00   6.0000E-02   5.6726E-03   4.3518E-02
   4.1500E+00   8.0000E-02   5.6616E-03   4.3498E-02
   4.1500E+00   1.0000E-01   5.6461E-03   4.3462E-02
   4.1500E+00   1.2000E-01   5.6224E-03   4.3421E-02
   4.1500E+00   1.4000E-01   5.5902E-03   4.3379E-02
   4.1500E+00   1.6000E-01   5.5497E-03   4.3336E-02
   4.1500E+00   1.8000E-01   5.4991E-03   4.3280E-02
   4.1500E+00   2.0000E-01   5.4320E-03   4.3184E-02
   4.1500E+00   2.2000E-01   5.3477E-03   4.3046E-02
   4.1500E+00   2.4000E-01   5.2461E-03   4.2868E-02
   4.1500E+00   2.6000E-01   5.1285E-03   4.2640E-02
   4.1500E+00   2.8000E-01   4.9823E-03   4.2250E-02
   4.1500E+00   3.0000E-01   4.8034E-03   4.1669E-02
   4.1500E+00   3.2000E-01   4.5915E-03   4.0900E-02
   4.1500E+00   3.4000E-01   4.3501E-03   3.9974E-02
   4.1500E+00   3.6000E-01   4.0545E-03   3.8535E-02
   4.1500E+00   3.8000E-01   3.6854E-03   3.6336E-02
   4.1500E+00   4.0000E-01   3.2428E-03   3.3379E-02
   4.1500E+00   4.2000E-01   2.7276E-03   2.9637E-02
   4.1500E+00   4.4000E-01   2.1004E-03   2.4223E-02
   4.1500E+00   4.6000E-01   1.3367E-03   1.6717E-02
   4.1500E+00   4.8000E-01   4.9737E-04   6.9182E-03
   4.1500E+00   5.0000E-01   0.0          0.0
   4.2500E+00   0.0          5.6227E-03   4.4647E-02
   4.2500E+00   2.0000E-02   5.6211E-03   4.4625E-02
   4.2500E+00   4.0000E-02   5.6158E-03   4.4600E-02
   4.2500E+00   6.0000E-02   5.6067E-03   4.4570E-02
   4.2500E+00   8.0000E-02   5.5939E-03   4.4537E-02
   4.2500E+00   1.0000E-01   5.5754E-03   4.4483E-02
   4.2500E+00   1.2000E-01   5.5486E-03   4.4420E-02
   4.2500E+00   1.4000E-01   5.5135E-03   4.4351E-02
   4.2500E+00   1.6000E-01   5.4699E-03   4.4276E-02
   4.2500E+00   1.8000E-01   5.4155E-03   4.4180E-02
   4.2500E+00   2.0000E-01   5.3446E-03   4.4036E-02
   4.2500E+00   2.2000E-01   5.2570E-03   4.3846E-02
   4.2500E+00   2.4000E-01   5.1526E-03   4.3609E-02
   4.2500E+00   2.6000E-01   5.0318E-03   4.3315E-02
   4.2500E+00   2.8000E-01   4.8826E-03   4.2850E-02
   4.2500E+00   3.0000E-01   4.7015E-03   4.2189E-02
   4.2500E+00   3.2000E-01   4.4886E-03   4.1332E-02
   4.2500E+00   3.4000E-01   4.2471E-03   4.0314E-02
   4.2500E+00   3.6000E-01   3.9531E-03   3.8782E-02
   4.2500E+00   3.8000E-01   3.5875E-03   3.6488E-02
   4.2500E+00   4.0000E-01   3.1501E-03   3.3430E-02
   4.2500E+00   4.2000E-01   2.6424E-03   2.9587E-02
   4.2500E+00   4.4000E-01   2.0309E-03   2.4122E-02
   4.2500E+00   4.6000E-01   1.2922E-03   1.6633E-02
   4.2500E+00   4.8000E-01   4.8201E-04   6.8893E-03
   4.2500E+00   5.0000E-01   0.0          0.0
   4.3500E+00   0.0          5.5570E-03   4.5671E-02
   4.3500E+00   2.0000E-02   5.5551E-03   4.5651E-02
   4.3500E+00   4.0000E-02   5.5490E-03   4.5623E-02
   4.3500E+00   6.0000E-02   5.5386E-03   4.5584E-02
   4.3500E+00   8.0000E-02   5.5239E-03   4.5537E-02
   4.3500E+00   1.0000E-01   5.5027E-03   4.5466E-02
   4.3500E+00   1.2000E-01   5.4730E-03   4.5381E-02
   4.3500E+00   1.4000E-01   5.4350E-03   4.5286E-02
   4.3500E+00   1.6000E-01   5.3886E-03   4.5179E-02
   4.3500E+00   1.8000E-01   5.3307E-03   4.5044E-02
   4.3500E+00   2.0000E-01   5.2564E-03   4.4855E-02
   4.3500E+00   2.2000E-01   5.1658E-03   4.4614E-02
   4.3500E+00   2.4000E-01   5.0590E-03   4.4321E-02
   4.3500E+00   2.6000E-01   4.9354E-03   4.3963E-02
   4.3500E+00   2.8000E-01   4.7837E-03   4.3426E-02
   4.3500E+00   3.0000E-01   4.6011E-03   4.2688E-02
   4.3500E+00   3.2000E-01   4.3875E-03   4.1746E-02
   4.3500E+00   3.4000E-01   4.1464E-03   4.0641E-02
   4.3500E+00   3.6000E-01   3.8544E-03   3.9022E-02
   4.3500E+00   3.8000E-01   3.4926E-03   3.6636E-02
   4.3500E+00   4.0000E-01   3.0610E-03   3.3484E-02
   4.3500E+00   4.2000E-01   2.5610E-03   2.9543E-02
   4.3500E+00   4.4000E-01   1.9644E-03   2.4025E-02
   4.3500E+00   4.6000E-01   1.2495E-03   1.6550E-02
   4.3500E+00   4.8000E-01   4.6712E-04   6.8597E-03
   4.3500E+00   5.0000E-01   0.0          0.0
   4.4500E+00   0.0          5.4889E-03   4.6657E-02
   4.4500E+00   2.0000E-02   5.4867E-03   4.6639E-02
   4.4500E+00   4.0000E-02   5.4798E-03   4.6607E-02
   4.4500E+00   6.0000E-02   5.4681E-03   4.6560E-02
   4.4500E+00   8.0000E-02   5.4516E-03   4.6499E-02
   4.4500E+00   1.0000E-01   5.4278E-03   4.6411E-02
   4.4500E+00   1.2000E-01   5.3954E-03   4.6304E-02
   4.4500E+00   1.4000E-01   5.3548E-03   4.6183E-02
   4.4500E+00   1.6000E-01   5.3058E-03   4.6045E-02
   4.4500E+00   1.8000E-01   5.2447E-03   4.5873E-02
   4.4500E+00   2.0000E-01   5.1672E-03   4.5640E-02
   4.4500E+00   2.2000E-01   5.0741E-03   4.5350E-02
   4.4500E+00   2.4000E-01   4.9653E-03   4.5002E-02
   4.4500E+00   2.6000E-01   4.8394E-03   4.4583E-02
   4.4500E+00   2.8000E-01   4.6856E-03   4.3978E-02
   4.4500E+00   3.0000E-01   4.5019E-03   4.3165E-02
   4.4500E+00   3.2000E-01   4.2882E-03   4.2144E-02
   4.4500E+00   3.4000E-01   4.0479E-03   4.0954E-02
   4.4500E+00   3.6000E-01   3.7584E-03   3.9253E-02
   4.4500E+00   3.8000E-01   3.4008E-03   3.6782E-02
   4.4500E+00   4.0000E-01   2.9753E-03   3.3540E-02
   4.4500E+00   4.2000E-01   2.4833E-03   2.9506E-02
   4.4500E+00   4.4000E-01   1.9009E-03   2.3934E-02
   4.4500E+00   4.6000E-01   1.2087E-03   1.6467E-02
   4.4500E+00   4.8000E-01   4.5270E-04   6.8293E-03
   4.4500E+00   5.0000E-01   0.0          0.0
   4.5500E+00   0.0          5.4185E-03   4.7606E-02
   4.5500E+00   2.0000E-02   5.4160E-03   4.7589E-02
   4.5500E+00   4.0000E-02   5.4083E-03   4.7553E-02
   4.5500E+00   6.0000E-02   5.3953E-03   4.7497E-02
   4.5500E+00   8.0000E-02   5.3771E-03   4.7422E-02
   4.5500E+00   1.0000E-01   5.3508E-03   4.7317E-02
   4.5500E+00   1.2000E-01   5.3159E-03   4.7190E-02
   4.5500E+00   1.4000E-01   5.2728E-03   4.7042E-02
   4.5500E+00   1.6000E-01   5.2214E-03   4.6875E-02
   4.5500E+00   1.8000E-01   5.1574E-03   4.6666E-02
   4.5500E+00   2.0000E-01   5.0773E-03   4.6391E-02
   4.5500E+00   2.2000E-01   4.9819E-03   4.6053E-02
   4.5500E+00   2.4000E-01   4.8714E-03   4.5652E-02
   4.5500E+00   2.6000E-01   4.7437E-03   4.5175E-02
   4.5500E+00   2.8000E-01   4.5883E-03   4.4506E-02
   4.5500E+00   3.0000E-01   4.4040E-03   4.3622E-02
   4.5500E+00   3.2000E-01   4.1907E-03   4.2523E-02
   4.5500E+00   3.4000E-01   3.9518E-03   4.1254E-02
   4.5500E+00   3.6000E-01   3.6650E-03   3.9476E-02
   4.5500E+00   3.8000E-01   3.3121E-03   3.6924E-02
   4.5500E+00   4.0000E-01   2.8930E-03   3.3597E-02
   4.5500E+00   4.2000E-01   2.4093E-03   2.9474E-02
   4.5500E+00   4.4000E-01   1.8404E-03   2.3848E-02
   4.5500E+00   4.6000E-01   1.1696E-03   1.6386E-02
   4.5500E+00   4.8000E-01   4.3874E-04   6.7982E-03
   4.5500E+00   5.0000E-01   0.0          0.0
   4.6500E+00   0.0          5.3457E-03   4.8516E-02
   4.6500E+00   2.0000E-02   5.3430E-03   4.8501E-02
   4.6500E+00   4.0000E-02   5.3345E-03   4.8461E-02
   4.6500E+00   6.0000E-02   5.3203E-03   4.8396E-02
   4.6500E+00   8.0000E-02   5.3003E-03   4.8307E-02
   4.6500E+00   1.0000E-01   5.2717E-03   4.8186E-02
   4.6500E+00   1.2000E-01   5.2345E-03   4.8038E-02
   4.6500E+00   1.4000E-01   5.1891E-03   4.7865E-02
   4.6500E+00   1.6000E-01   5.1354E-03   4.7667E-02
   4.6500E+00   1.8000E-01   5.0689E-03   4.7423E-02
   4.6500E+00   2.0000E-01   4.9864E-03   4.7108E-02
   4.6500E+00   2.2000E-01   4.8892E-03   4.6725E-02
   4.6500E+00   2.4000E-01   4.7774E-03   4.6273E-02
   4.6500E+00   2.6000E-01   4.6483E-03   4.5740E-02
   4.6500E+00   2.8000E-01   4.4919E-03   4.5010E-02
   4.6500E+00   3.0000E-01   4.3075E-03   4.4058E-02
   4.6500E+00   3.2000E-01   4.0951E-03   4.2885E-02
   4.6500E+00   3.4000E-01   3.8579E-03   4.1540E-02
   4.6500E+00   3.6000E-01   3.5743E-03   3.9691E-02
   4.6500E+00   3.8000E-01   3.2265E-03   3.7063E-02
   4.6500E+00   4.0000E-01   2.8143E-03   3.3657E-02
   4.6500E+00   4.2000E-01   2.3390E-03   2.9449E-02
   4.6500E+00   4.4000E-01   1.7829E-03   2.3766E-02
   4.6500E+00   4.6000E-01   1.1324E-03   1.6305E-02
   4.6500E+00   4.8000E-01   4.2525E-04   6.7665E-03
   4.6500E+00   5.0000E-01   0.0          0.0
   4.7500E+00   0.0          5.2707E-03   4.9389E-02
   4.7500E+00   2.0000E-02   5.2677E-03   4.9374E-02
   4.7500E+00   4.0000E-02   5.2584E-03   4.9330E-02
   4.7500E+00   6.0000E-02   5.2430E-03   4.9257E-02
   4.7500E+00   8.0000E-02   5.2212E-03   4.9154E-02
   4.7500E+00   1.0000E-01   5.1904E-03   4.9016E-02
   4.7500E+00   1.2000E-01   5.1511E-03   4.8848E-02
   4.7500E+00   1.4000E-01   5.1036E-03   4.8650E-02
   4.7500E+00   1.6000E-01   5.0479E-03   4.8422E-02
   4.7500E+00   1.8000E-01   4.9792E-03   4.8145E-02
   4.7500E+00   2.0000E-01   4.8947E-03   4.7792E-02
   4.7500E+00   2.2000E-01   4.7961E-03   4.7364E-02
   4.7500E+00   2.4000E-01   4.6833E-03   4.6863E-02
   4.7500E+00   2.6000E-01   4.5532E-03   4.6277E-02
   4.7500E+00   2.8000E-01   4.3962E-03   4.5490E-02
   4.7500E+00   3.0000E-01   4.2123E-03   4.4474E-02
   4.7500E+00   3.2000E-01   4.0013E-03   4.3230E-02
   4.7500E+00   3.4000E-01   3.7664E-03   4.1813E-02
   4.7500E+00   3.6000E-01   3.4864E-03   3.9897E-02
   4.7500E+00   3.8000E-01   3.1439E-03   3.7199E-02
   4.7500E+00   4.0000E-01   2.7391E-03   3.3718E-02
   4.7500E+00   4.2000E-01   2.2724E-03   2.9430E-02
   4.7500E+00   4.4000E-01   1.7283E-03   2.3690E-02
   4.7500E+00   4.6000E-01   1.0971E-03   1.6225E-02
   4.7500E+00   4.8000E-01   4.1223E-04   6.7341E-03
   4.7500E+00   5.0000E-01   0.0          0.0
   4.8500E+00   0.0          5.1932E-03   5.0223E-02
   4.8500E+00   2.0000E-02   5.1900E-03   5.0209E-02
   4.8500E+00   4.0000E-02   5.1800E-03   5.0161E-02
